ID,Category,Issue,Symptoms,Solution Steps,Severity,Estimated Resolution Time,Common Causes,Keywords,Urdu Solution,Documentation Link
6077,System,Battery draining quickly - Variant 7,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,10 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6078,System,Battery draining quickly - Variant 47,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,16 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6079,System,Battery draining quickly - Variant 21,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,43 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6080,System,Battery draining quickly - Variant 25,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,40 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6081,System,Battery draining quickly - Variant 30,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,9 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6082,System,Battery draining quickly - Variant 13,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,48 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6083,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,10 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6084,System,Battery draining quickly - Variant 45,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,20 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6085,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,24 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6086,System,Battery draining quickly - Variant 34,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,8 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6087,System,Battery draining quickly - Variant 8,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,7 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6088,System,Battery draining quickly - Variant 1,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,6 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6089,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,10 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6090,System,Battery draining quickly - Variant 21,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,9 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6091,System,Battery draining quickly - Variant 31,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,36 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6092,System,Battery draining quickly - Variant 1,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,31 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6093,System,Battery draining quickly - Variant 25,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,18 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6094,System,Battery draining quickly - Variant 4,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,38 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6095,System,Battery draining quickly - Variant 32,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,14 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6096,System,Battery draining quickly - Variant 11,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,32 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6097,System,Battery draining quickly - Variant 37,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,28 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6098,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,41 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6099,System,Battery draining quickly - Variant 31,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,17 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6100,System,Battery draining quickly - Variant 34,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,7 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6101,System,Battery draining quickly - Variant 30,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,34 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6102,System,Battery draining quickly - Variant 33,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,34 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6103,System,Battery draining quickly - Variant 21,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,29 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6104,System,Battery draining quickly - Variant 37,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,17 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6105,System,Battery draining quickly - Variant 9,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,8 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6106,System,Battery draining quickly - Variant 29,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,17 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6107,System,Battery draining quickly - Variant 3,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,11 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6108,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,7 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6109,System,Battery draining quickly - Variant 10,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,36 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6110,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,4 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6111,System,Battery draining quickly - Variant 40,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,3 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6112,System,Battery draining quickly - Variant 12,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,2 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6113,System,Battery draining quickly - Variant 9,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,34 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6114,System,Battery draining quickly - Variant 46,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,19 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6115,System,Battery draining quickly - Variant 16,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,33 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6116,System,Battery draining quickly - Variant 41,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,16 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6117,System,Battery draining quickly - Variant 37,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,4 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6118,System,Battery draining quickly - Variant 30,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,43 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6119,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,16 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6120,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,12 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6121,System,Battery draining quickly - Variant 26,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,1 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6122,System,Battery draining quickly - Variant 22,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,36 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6123,System,Battery draining quickly - Variant 48,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,14 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6124,System,Battery draining quickly - Variant 33,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,39 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6125,System,Battery draining quickly - Variant 28,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,13 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6126,System,Battery draining quickly - Variant 17,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,26 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6127,System,Battery draining quickly - Variant 39,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,28 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6128,System,Battery draining quickly - Variant 24,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,8 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6129,System,Battery draining quickly - Variant 25,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,33 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6130,System,Battery draining quickly - Variant 8,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,48 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6131,System,Battery draining quickly - Variant 9,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,35 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6132,System,Battery draining quickly - Variant 1,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,2 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6133,System,Battery draining quickly - Variant 26,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,5 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6134,System,Battery draining quickly - Variant 4,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,35 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6135,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,15 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6136,System,Battery draining quickly - Variant 17,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,23 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6137,System,Battery draining quickly - Variant 36,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,15 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6138,System,Battery draining quickly - Variant 41,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,41 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6139,System,Battery draining quickly - Variant 48,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,48 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6140,System,Battery draining quickly - Variant 36,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,43 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6141,System,Battery draining quickly - Variant 6,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,25 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6142,System,Battery draining quickly - Variant 6,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,2 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6143,System,Battery draining quickly - Variant 24,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,27 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6144,System,Battery draining quickly - Variant 9,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,2 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6145,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,16 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6146,System,Battery draining quickly - Variant 4,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,32 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6147,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,4 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6148,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,10 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6149,System,Battery draining quickly - Variant 7,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,4 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6150,System,Battery draining quickly - Variant 11,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,25 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6151,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,7 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6152,System,Battery draining quickly - Variant 7,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,13 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6153,System,Battery draining quickly - Variant 19,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,22 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6154,System,Battery draining quickly - Variant 35,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,21 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6155,System,Battery draining quickly - Variant 16,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,24 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6156,System,Battery draining quickly - Variant 37,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,48 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6157,System,Battery draining quickly - Variant 31,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,33 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6158,System,Battery draining quickly - Variant 22,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,48 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6159,System,Battery draining quickly - Variant 7,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,43 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6160,System,Battery draining quickly - Variant 21,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,30 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6161,System,Battery draining quickly - Variant 47,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,30 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6162,System,Battery draining quickly - Variant 16,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,41 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6163,System,Battery draining quickly - Variant 30,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,42 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6164,System,Battery draining quickly - Variant 39,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,16 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6165,System,Battery draining quickly - Variant 19,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,1 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6166,System,Battery draining quickly - Variant 29,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,21 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6167,System,Battery draining quickly - Variant 36,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,6 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6168,System,Battery draining quickly - Variant 34,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,45 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6169,System,Battery draining quickly - Variant 19,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,38 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6170,System,Battery draining quickly - Variant 11,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,2 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6171,System,Battery draining quickly - Variant 7,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,11 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6172,System,Battery draining quickly - Variant 30,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,33 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6173,System,Battery draining quickly - Variant 41,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,36 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6174,System,Battery draining quickly - Variant 22,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,3 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6175,System,Battery draining quickly - Variant 14,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,30 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6176,System,Battery draining quickly - Variant 3,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,5 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6177,System,Battery draining quickly - Variant 22,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,30 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6178,System,Battery draining quickly - Variant 5,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,12 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6179,System,Battery draining quickly - Variant 18,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",High,21 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6180,System,Battery draining quickly - Variant 38,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,15 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6181,System,Battery draining quickly - Variant 10,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,47 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6182,System,Battery draining quickly - Variant 30,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,36 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6183,System,Battery draining quickly - Variant 20,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,9 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6184,System,Battery draining quickly - Variant 45,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,46 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6185,System,Battery draining quickly - Variant 36,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Low,44 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
6186,System,Battery draining quickly - Variant 50,"Short battery life, overheating","Reduce screen brightness, close background apps, replace battery if needed",Medium,22 hours,"Typical configuration error, outdated software, or user action","system, battery, short battery life","حل: Reduce screen brightness, close background apps, replace battery if needed",https://support.apple.com/
